PTS_home,FG_PCT_home,FT_PCT_home,AST_home,REB_home,PTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away
114.0,0.48533333333333334,0.7479999999999999,24.333333333333332,51.0,99.66666666666667,0.4186666666666667,0.7096666666666667,0.3313333333333333
106.33333333333333,0.433,0.7766666666666667,22.333333333333332,38.333333333333336,112.66666666666667,0.4913333333333334,0.6749999999999999,0.4033333333333333
119.0,0.4686666666666666,0.7639999999999999,21.666666666666668,45.333333333333336,110.33333333333333,0.48666666666666675,0.7016666666666668,0.39666666666666667
105.66666666666667,0.4206666666666667,0.746,25.333333333333332,48.333333333333336,109.66666666666667,0.4643333333333333,0.7873333333333333,0.34600000000000003
111.33333333333333,0.49433333333333335,0.8123333333333335,29.333333333333332,41.333333333333336,116.66666666666667,0.52,0.7926666666666667,0.37866666666666665
109.66666666666667,0.4183333333333333,0.8613333333333334,19.666666666666668,40.0,105.0,0.44399999999999995,0.8293333333333334,0.35233333333333333
101.0,0.434,0.7400000000000001,26.0,44.666666666666664,108.33333333333333,0.46366666666666667,0.8283333333333333,0.3456666666666666
116.33333333333333,0.5073333333333333,0.8336666666666668,28.0,47.666666666666664,111.33333333333333,0.46866666666666673,0.8273333333333334,0.4303333333333333
110.33333333333333,0.457,0.7856666666666667,23.333333333333332,40.333333333333336,111.33333333333333,0.4673333333333334,0.79,0.30033333333333334
105.33333333333333,0.44533333333333336,0.7046666666666667,24.333333333333332,46.666666666666664,123.0,0.48633333333333334,0.7686666666666667,0.4046666666666667
108.33333333333333,0.45766666666666667,0.6616666666666666,21.0,49.666666666666664,105.33333333333333,0.432,0.8056666666666666,0.351
118.66666666666667,0.5356666666666666,0.8686666666666666,20.666666666666668,45.333333333333336,108.66666666666667,0.46900000000000003,0.8473333333333333,0.36566666666666664
115.33333333333333,0.451,0.7826666666666666,29.0,47.333333333333336,119.66666666666667,0.459,0.8336666666666668,0.37633333333333335
109.0,0.45133333333333336,0.7286666666666667,22.666666666666668,42.0,107.33333333333333,0.46366666666666667,0.8233333333333333,0.4056666666666667
111.0,0.4789999999999999,0.815,24.666666666666668,40.0,105.0,0.44399999999999995,0.8293333333333334,0.35233333333333333
109.66666666666667,0.4183333333333333,0.8613333333333334,19.666666666666668,45.333333333333336,105.33333333333333,0.4223333333333333,0.886,0.2896666666666667
